Booking_ID,number of adults,number of children,number of weekend nights,number of week nights,meal type,car parking,room type,lead time,market cluster,repeated,prev canc,not prev canc,price,special requests,date of reservation,status,number of people,number of nights,month,year
INN29745,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,116.0,0,9/4/2017,Not_Canceled,2,2,9,2017
INN29746,2,0,1,1,Not Selected,0,Room_Type 1,175,Online,0,0,0,85.5,1,7/23/2018,Not_Canceled,2,2,7,2018
INN29747,2,1,2,5,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,106.25,0,6/28/2018,Not_Canceled,3,7,6,2018
INN29748,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,0,0,0,75.0,0,9/16/2018,Canceled,2,3,9,2018
INN29749,2,1,1,3,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,126.0,1,4/14/2018,Not_Canceled,3,4,4,2018
INN29750,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,106.2,1,9/29/2018,Not_Canceled,2,1,9,2018
INN29751,2,0,0,2,Not Selected,0,Room_Type 1,31,Online,0,0,0,125.1,0,5/17/2018,Canceled,2,2,5,2018
INN29752,2,1,2,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,125.5,0,4/17/2018,Not_Canceled,3,4,4,2018
INN29753,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,84.0,1,9/8/2017,Not_Canceled,2,3,9,2017
INN29756,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,96.0,1,12/18/2018,Not_Canceled,2,2,12,2018
INN29757,2,0,1,2,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,132.3,3,10/10/2018,Not_Canceled,2,3,10,2018
INN29758,2,0,1,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,139.0,1,9/26/2018,Not_Canceled,2,2,9,2018
INN29759,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,69.53,2,10/31/2018,Not_Canceled,2,3,10,2018
INN29760,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,94.0,0,12/7/2018,Not_Canceled,1,1,12,2018
INN29761,2,0,1,2,Meal Plan 1,0,Room_Type 1,199,Offline,0,0,0,68.0,1,11/4/2018,Not_Canceled,2,3,11,2018
INN29762,2,0,2,2,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,58.0,1,12/19/2017,Not_Canceled,2,4,12,2017
INN29763,2,0,1,2,Meal Plan 1,0,Room_Type 1,94,Online,0,0,0,72.25,3,12/4/2017,Not_Canceled,2,3,12,2017
INN29764,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,0,0,0,112.0,0,10/13/2017,Not_Canceled,2,3,10,2017
INN29765,2,0,2,2,Meal Plan 1,0,Room_Type 4,56,Online,0,0,0,117.45,1,9/4/2018,Not_Canceled,2,4,9,2018
INN29767,2,0,2,2,Meal Plan 1,0,Room_Type 4,147,Online,0,0,0,118.15,1,5/27/2018,Not_Canceled,2,4,5,2018
INN29768,3,0,1,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,144.5,2,4/11/2018,Not_Canceled,3,4,4,2018
INN29769,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,65.0,0,3/2/2018,Not_Canceled,1,1,3,2018
INN29770,2,0,0,3,Not Selected,0,Room_Type 1,88,Online,0,0,0,134.1,1,6/15/2018,Not_Canceled,2,3,6,2018
INN29771,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,108.3,0,4/13/2018,Canceled,2,3,4,2018
INN29772,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,115.04,2,9/27/2018,Not_Canceled,2,2,9,2018
INN29773,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,0,0,0,87.0,0,7/17/2017,Not_Canceled,1,2,7,2017
INN29774,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,100.0,1,5/2/2018,Not_Canceled,2,2,5,2018
INN29775,2,0,2,5,Not Selected,0,Room_Type 1,15,Online,0,0,0,76.5,0,12/8/2018,Not_Canceled,2,7,12,2018
INN29776,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Online,0,0,0,96.3,0,10/28/2018,Canceled,2,2,10,2018
INN29777,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,Online,0,0,0,130.95,0,8/24/2018,Canceled,3,4,8,2018
INN29778,1,0,0,1,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,99.9,0,4/12/2018,Not_Canceled,1,1,4,2018
INN29779,3,0,2,0,Meal Plan 1,0,Room_Type 4,36,Online,0,0,0,145.8,0,6/19/2018,Canceled,3,2,6,2018
INN29782,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,62.0,0,12/9/2017,Not_Canceled,1,2,12,2017
INN29783,2,1,2,4,Meal Plan 1,0,Room_Type 1,187,Online,0,0,0,90.95,1,8/25/2018,Not_Canceled,3,6,8,2018
INN29784,2,0,1,0,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,110.0,1,10/31/2018,Not_Canceled,2,1,10,2018
INN29785,2,0,0,2,Not Selected,0,Room_Type 1,66,Online,0,0,0,87.3,2,9/2/2018,Not_Canceled,2,2,9,2018
INN29786,2,0,0,2,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,72.67,0,4/29/2018,Canceled,2,2,4,2018
INN29788,2,0,2,9,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,58.91,1,12/23/2017,Not_Canceled,2,11,12,2017
INN29789,1,0,1,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,129.0,2,10/17/2018,Not_Canceled,1,3,10,2018
INN29790,2,0,1,3,Meal Plan 1,0,Room_Type 1,223,Online,0,0,0,92.28,1,9/29/2018,Not_Canceled,2,4,9,2018
INN29791,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,1,65.0,0,12/8/2018,Not_Canceled,1,2,12,2018
INN29793,2,0,0,1,Not Selected,1,Room_Type 1,2,Online,0,0,0,149.0,1,10/15/2018,Not_Canceled,2,1,10,2018
INN29794,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,Online,0,0,0,88.4,1,12/13/2018,Not_Canceled,2,4,12,2018
INN29795,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,124.0,1,9/10/2017,Canceled,2,2,9,2017
INN29796,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,97.0,0,5/9/2018,Not_Canceled,1,1,5,2018
INN29797,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,152.0,2,10/5/2018,Not_Canceled,2,2,10,2018
INN29798,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled,2,3,10,2018
INN29799,2,0,0,2,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,134.75,1,10/4/2018,Not_Canceled,2,2,10,2018
INN29800,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,124.0,1,8/15/2017,Not_Canceled,2,1,8,2017
INN29801,1,0,0,1,Meal Plan 1,0,Room_Type 1,19,Corporate,0,0,0,85.5,0,10/7/2017,Not_Canceled,1,1,10,2017
INN29802,2,0,1,0,Meal Plan 1,0,Room_Type 4,21,Online,0,0,0,164.0,1,9/19/2018,Canceled,2,1,9,2018
INN29803,2,0,0,3,Meal Plan 1,0,Room_Type 7,14,Corporate,0,0,0,112.0,0,2/4/2018,Not_Canceled,2,3,2,2018
INN29804,2,0,1,1,Not Selected,0,Room_Type 1,196,Online,0,0,0,85.5,0,8/6/2018,Canceled,2,2,8,2018
INN29805,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,85.5,2,3/25/2018,Not_Canceled,2,3,3,2018
INN29806,2,0,1,1,Meal Plan 1,0,Room_Type 4,131,Online,0,0,0,132.3,0,10/17/2018,Canceled,2,2,10,2018
INN29807,1,0,1,5,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,49.67,1,2/22/2018,Not_Canceled,1,6,2,2018
INN29808,3,0,1,3,Meal Plan 1,0,Room_Type 4,184,Online,0,0,0,128.7,2,10/17/2018,Canceled,3,4,10,2018
INN29809,2,0,1,3,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,132.6,0,5/23/2018,Canceled,2,4,5,2018
INN29810,2,2,0,2,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,130.5,0,8/16/2018,Canceled,4,2,8,2018
INN29811,2,0,1,3,Meal Plan 1,0,Room_Type 1,240,Online,0,0,0,90.95,2,10/27/2018,Not_Canceled,2,4,10,2018
INN29812,1,0,0,2,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,108.57,0,5/10/2018,Canceled,1,2,5,2018
INN29813,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,65.0,0,1/14/2018,Not_Canceled,1,2,1,2018
INN29814,2,0,2,3,Meal Plan 1,0,Room_Type 1,97,Offline,0,0,0,75.0,0,5/15/2018,Not_Canceled,2,5,5,2018
INN29815,2,0,2,5,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,99.28,0,9/3/2018,Not_Canceled,2,7,9,2018
INN29816,3,0,2,3,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,130.0,2,2/7/2018,Not_Canceled,3,5,2,2018
INN29817,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,90.0,0,9/9/2017,Not_Canceled,1,2,9,2017
INN29818,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,149.0,1,6/28/2018,Not_Canceled,1,1,6,2018
INN29819,2,0,0,3,Meal Plan 1,0,Room_Type 4,238,Online,0,0,0,140.4,0,10/6/2018,Canceled,2,3,10,2018
INN29820,2,0,2,2,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,76.5,1,4/15/2018,Canceled,2,4,4,2018
INN29821,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,Offline,1,1,0,80.0,0,10/6/2017,Not_Canceled,1,3,10,2017
INN29822,2,0,1,1,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,126.9,1,6/11/2018,Not_Canceled,2,2,6,2018
INN29823,2,0,1,2,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,118.33,1,4/15/2018,Not_Canceled,2,3,4,2018
INN29825,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,110.0,0,7/6/2018,Canceled,1,6,7,2018
INN29826,2,0,1,4,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,107.95,0,7/6/2018,Not_Canceled,2,5,7,2018
INN29827,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,62.0,1,11/17/2017,Not_Canceled,1,1,11,2017
INN29828,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,45.0,2,4/28/2018,Not_Canceled,1,1,4,2018
INN29829,2,1,1,5,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,130.5,0,7/4/2018,Canceled,3,6,7,2018
INN29830,2,0,0,3,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,105.3,0,4/14/2018,Canceled,2,3,4,2018
INN29831,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,104.0,1,12/5/2018,Not_Canceled,2,3,12,2018
INN29832,1,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,72.5,0,8/1/2017,Not_Canceled,1,3,8,2017
INN29833,3,0,2,2,Meal Plan 1,0,Room_Type 4,68,Online,0,0,0,116.45,2,4/1/2018,Not_Canceled,3,4,4,2018
INN29834,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,120.0,0,5/2/2018,Not_Canceled,1,3,5,2018
INN29835,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,62.0,0,11/17/2017,Not_Canceled,1,1,11,2017
INN29836,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,75.0,0,3/24/2018,Not_Canceled,1,1,3,2018
INN29837,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,0,0,0,65.0,0,10/8/2017,Canceled,2,1,10,2017
INN29838,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,80.0,0,5/10/2018,Not_Canceled,1,3,5,2018
INN29839,2,0,0,3,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,149.0,0,10/4/2018,Not_Canceled,2,3,10,2018
INN29840,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,95.94,0,5/17/2018,Not_Canceled,2,1,5,2018
INN29842,2,0,1,5,Not Selected,0,Room_Type 1,7,Online,0,0,0,140.0,1,10/17/2018,Canceled,2,6,10,2018
INN29843,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,72.0,0,10/4/2017,Not_Canceled,2,1,10,2017
INN29844,3,0,2,2,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,119.0,1,12/23/2018,Not_Canceled,3,4,12,2018
INN29845,2,1,2,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,79.39,1,12/5/2017,Not_Canceled,3,3,12,2017
INN29846,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,139.5,0,10/5/2018,Canceled,2,2,10,2018
INN29847,2,0,0,2,Not Selected,0,Room_Type 1,165,Online,0,0,0,94.5,0,7/8/2018,Canceled,2,2,7,2018
INN29848,2,0,1,0,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,93.94,1,9/5/2018,Not_Canceled,2,1,9,2018
INN29849,2,0,1,0,Not Selected,0,Room_Type 1,5,Online,0,0,0,89.0,1,5/29/2018,Not_Canceled,2,1,5,2018
INN29850,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,10,65.0,1,10/17/2018,Not_Canceled,1,2,10,2018
INN29851,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,105.9,2,10/16/2017,Not_Canceled,2,3,10,2017
INN29852,2,0,1,0,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,96.3,1,6/26/2018,Not_Canceled,2,1,6,2018
INN29853,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,10/16/2018,Canceled,2,1,10,2018
INN29854,1,0,1,0,Meal Plan 1,0,Room_Type 5,111,Offline,0,0,0,120.0,0,10/10/2018,Canceled,1,1,10,2018
INN29855,2,0,0,4,Meal Plan 1,0,Room_Type 1,79,Online,0,0,0,88.4,1,12/7/2018,Not_Canceled,2,4,12,2018
INN29856,2,0,0,3,Not Selected,0,Room_Type 1,118,Online,0,0,0,116.1,0,6/2/2018,Canceled,2,3,6,2018
INN29857,2,0,1,0,Not Selected,0,Room_Type 1,55,Online,0,0,0,134.1,1,9/12/2018,Canceled,2,1,9,2018
INN29858,2,0,0,5,Meal Plan 1,0,Room_Type 1,278,Offline,0,0,0,84.15,0,12/27/2018,Not_Canceled,2,5,12,2018
INN29860,2,0,2,0,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,100.1,1,3/13/2018,Not_Canceled,2,2,3,2018
INN29861,1,0,2,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,90.25,1,9/4/2017,Not_Canceled,1,4,9,2017
INN29862,2,0,0,1,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,96.3,1,10/20/2017,Not_Canceled,2,1,10,2017
INN29863,2,0,2,2,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,135.9,1,7/3/2018,Not_Canceled,2,4,7,2018
INN29864,2,0,1,3,Meal Plan 1,0,Room_Type 4,112,Online,0,0,0,132.6,0,6/9/2018,Canceled,2,4,6,2018
INN29865,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,149.0,0,7/7/2018,Canceled,2,1,7,2018
INN29866,2,0,1,3,Not Selected,0,Room_Type 1,82,Offline,0,0,0,72.25,0,6/6/2018,Not_Canceled,2,4,6,2018
INN29867,1,0,1,4,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,92.55,0,5/25/2018,Canceled,1,5,5,2018
INN29869,2,0,1,3,Meal Plan 1,0,Room_Type 1,287,Online,0,0,0,100.3,0,9/29/2018,Canceled,2,4,9,2018
INN29870,2,0,0,3,Not Selected,0,Room_Type 1,185,Online,0,0,0,116.1,0,9/15/2018,Canceled,2,3,9,2018
INN29871,2,0,1,2,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,82.0,0,1/11/2018,Not_Canceled,2,3,1,2018
INN29872,2,0,1,4,Meal Plan 1,1,Room_Type 1,2,Offline,0,0,0,83.8,0,2/10/2018,Not_Canceled,2,5,2,2018
INN29873,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,65.0,0,10/15/2017,Canceled,2,3,10,2017
INN29874,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,Offline,0,0,0,116.33,0,9/22/2018,Canceled,2,3,9,2018
INN29875,3,0,1,0,Meal Plan 1,1,Room_Type 4,96,Online,0,0,0,168.3,2,6/19/2018,Not_Canceled,3,1,6,2018
INN29876,2,0,0,1,Meal Plan 1,0,Room_Type 1,207,Online,0,0,0,108.9,2,10/4/2018,Canceled,2,1,10,2018
INN29877,3,0,0,4,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,122.4,0,11/1/2018,Not_Canceled,3,4,11,2018
INN29878,2,0,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,0,0,0,67.0,0,9/21/2017,Not_Canceled,2,1,9,2017
INN29879,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,141.0,0,5/24/2018,Not_Canceled,2,1,5,2018
INN29880,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,Aviation,0,0,0,110.0,0,9/30/2018,Canceled,1,1,9,2018
INN29881,2,0,1,1,Not Selected,0,Room_Type 1,268,Online,0,0,0,95.4,0,10/1/2018,Canceled,2,2,10,2018
INN29884,2,0,1,3,Meal Plan 1,0,Room_Type 1,17,Offline,0,0,0,95.0,0,6/13/2018,Canceled,2,4,6,2018
INN29885,3,0,1,3,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,130.05,3,4/4/2018,Not_Canceled,3,4,4,2018
INN29886,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,139.0,0,9/26/2018,Canceled,2,4,9,2018
INN29887,2,0,1,1,Not Selected,0,Room_Type 1,61,Online,0,0,0,125.1,0,9/12/2018,Canceled,2,2,9,2018
INN29888,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,Offline,0,0,0,115.0,0,10/14/2018,Canceled,1,4,10,2018
INN29889,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,151.0,0,7/1/2018,Canceled,2,1,7,2018
INN29890,2,0,0,3,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,108.3,1,4/28/2018,Not_Canceled,2,3,4,2018
INN29891,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,Offline,0,0,0,70.0,0,12/30/2017,Not_Canceled,2,3,12,2017
INN29892,2,0,0,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,176.0,0,5/21/2018,Not_Canceled,2,1,5,2018
INN29893,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,100.0,0,6/5/2018,Canceled,1,4,6,2018
INN29894,1,0,2,1,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,65.0,0,9/20/2017,Not_Canceled,1,3,9,2017
INN29895,2,1,2,3,Meal Plan 2,0,Room_Type 1,25,Online,0,0,0,146.7,2,11/18/2018,Not_Canceled,3,5,11,2018
INN29896,2,0,2,1,Meal Plan 1,0,Room_Type 4,154,Online,0,0,0,124.8,1,7/10/2018,Canceled,2,3,7,2018
INN29897,2,0,2,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,109.0,0,4/23/2018,Not_Canceled,2,3,4,2018
INN29899,2,0,0,3,Meal Plan 1,0,Room_Type 1,76,Online,0,0,0,159.3,1,5/12/2018,Not_Canceled,2,3,5,2018
INN29900,2,0,3,9,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,106.84,2,8/19/2017,Not_Canceled,2,12,8,2017
INN29901,2,0,1,3,Meal Plan 1,0,Room_Type 4,229,Online,0,0,0,116.95,0,7/4/2018,Canceled,2,4,7,2018
INN29902,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,101.0,1,4/18/2018,Not_Canceled,2,1,4,2018
INN29903,2,0,0,4,Meal Plan 1,0,Room_Type 4,97,Offline,0,0,0,60.5,1,12/29/2017,Not_Canceled,2,4,12,2017
INN29904,2,0,2,1,Meal Plan 1,0,Room_Type 1,27,Offline,0,0,0,85.5,0,9/18/2018,Not_Canceled,2,3,9,2018
INN29905,2,0,2,5,Meal Plan 2,0,Room_Type 1,277,Offline,0,0,0,89.14,1,9/5/2018,Not_Canceled,2,7,9,2018
INN29906,1,1,0,3,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,127.5,0,7/20/2018,Canceled,2,3,7,2018
INN29907,1,0,0,2,Meal Plan 1,0,Room_Type 1,136,Online,0,0,0,90.9,0,8/26/2018,Not_Canceled,1,2,8,2018
INN29908,1,0,0,1,Meal Plan 1,0,Room_Type 1,43,Offline,0,0,0,75.0,0,10/13/2017,Not_Canceled,1,1,10,2017
INN29909,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,72.25,3,11/26/2017,Not_Canceled,2,3,11,2017
INN29910,1,0,1,3,Meal Plan 1,0,Room_Type 1,28,Corporate,0,0,0,75.0,1,12/1/2018,Not_Canceled,1,4,12,2018
INN29911,2,0,2,1,Meal Plan 1,0,Room_Type 1,83,Online,0,0,0,76.5,1,8/2/2017,Not_Canceled,2,3,8,2017
INN29912,2,0,2,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,91.45,0,1/2/2018,Not_Canceled,2,3,1,2018
INN29913,2,0,2,2,Meal Plan 1,1,Room_Type 2,39,Online,0,0,0,91.45,2,12/27/2017,Not_Canceled,2,4,12,2017
INN29914,2,0,2,2,Not Selected,0,Room_Type 1,64,Online,0,0,0,63.75,0,3/12/2018,Canceled,2,4,3,2018
INN29915,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Offline,0,0,0,95.0,0,5/13/2018,Canceled,2,3,5,2018
INN29916,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Offline,0,0,0,130.0,0,11/5/2018,Not_Canceled,2,1,11,2018
INN29917,3,0,1,3,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,127.71,3,12/26/2018,Not_Canceled,3,4,12,2018
INN29918,2,0,2,3,Meal Plan 2,0,Room_Type 2,48,Offline,0,0,0,94.88,0,10/25/2017,Not_Canceled,2,5,10,2017
INN29919,2,1,1,3,Meal Plan 1,0,Room_Type 1,141,Online,0,0,0,119.0,2,8/4/2018,Not_Canceled,3,4,8,2018
INN29920,2,0,0,4,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,93.0,0,2/10/2018,Not_Canceled,2,4,2,2018
INN29921,3,0,1,1,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,95.0,0,1/25/2018,Not_Canceled,3,2,1,2018
INN29922,1,0,1,4,Meal Plan 1,0,Room_Type 1,150,Offline,0,0,0,71.6,0,1/18/2018,Not_Canceled,1,5,1,2018
INN29923,2,0,1,2,Not Selected,0,Room_Type 1,52,Online,0,0,0,79.5,1,2/26/2018,Canceled,2,3,2,2018
INN29924,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,0,0,0,94.5,0,8/29/2017,Not_Canceled,2,3,8,2017
INN29925,1,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,66.7,0,1/14/2018,Not_Canceled,1,1,1,2018
INN29926,2,0,0,1,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,122.4,1,12/29/2018,Not_Canceled,2,1,12,2018
INN29927,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115.0,1,6/24/2018,Canceled,2,2,6,2018
INN29928,1,0,0,3,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,90.9,1,4/26/2018,Canceled,1,3,4,2018
INN29929,2,0,0,3,Meal Plan 1,0,Room_Type 4,13,Offline,0,0,0,75.0,1,10/6/2017,Not_Canceled,2,3,10,2017
INN29930,2,1,0,2,Meal Plan 1,0,Room_Type 1,50,Offline,0,0,0,98.55,0,10/19/2018,Not_Canceled,3,2,10,2018
INN29931,2,0,0,1,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,134.1,1,10/4/2018,Not_Canceled,2,1,10,2018
INN29932,2,1,2,5,Meal Plan 1,0,Room_Type 1,177,Online,0,0,0,125.1,1,10/2/2018,Canceled,3,7,10,2018
INN29934,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85.0,1,10/6/2018,Not_Canceled,2,4,10,2018
INN29935,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,Corporate,0,0,0,50.0,0,12/5/2017,Not_Canceled,2,4,12,2017
INN29936,2,0,1,2,Meal Plan 1,0,Room_Type 1,230,Online,0,0,0,96.3,1,9/2/2018,Not_Canceled,2,3,9,2018
INN29937,2,0,2,2,Meal Plan 1,0,Room_Type 4,29,Online,0,0,0,135.3,0,5/20/2018,Canceled,2,4,5,2018
INN29938,1,0,1,3,Meal Plan 1,0,Room_Type 4,81,Online,0,0,0,119.07,0,10/10/2018,Canceled,1,4,10,2018
INN29939,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,Offline,0,0,0,85.0,1,8/29/2018,Not_Canceled,2,1,8,2018
INN29940,2,0,2,4,Meal Plan 1,0,Room_Type 4,180,Online,0,0,0,112.2,1,8/10/2018,Canceled,2,6,8,2018
INN29941,2,0,0,2,Meal Plan 2,0,Room_Type 1,35,Online,0,0,0,116.1,0,3/16/2018,Canceled,2,2,3,2018
INN29943,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,97.2,2,11/4/2018,Not_Canceled,2,2,11,2018
INN29944,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,109.0,0,8/14/2017,Not_Canceled,2,2,8,2017
INN29945,0,2,2,1,Meal Plan 1,0,Room_Type 2,194,Online,0,0,0,86.63,0,7/9/2018,Canceled,2,3,7,2018
INN29946,2,0,2,2,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,89.25,1,10/11/2017,Canceled,2,4,10,2017
INN29947,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,93.6,1,12/20/2018,Canceled,2,1,12,2018
INN29948,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,80.3,1,1/6/2018,Not_Canceled,2,2,1,2018
INN29949,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,Corporate,0,0,0,65.0,0,12/10/2017,Not_Canceled,1,1,12,2017
INN29950,2,0,0,4,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,89.25,0,10/7/2017,Not_Canceled,2,4,10,2017
INN29951,2,0,1,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,159.0,0,9/19/2018,Not_Canceled,2,2,9,2018
INN29952,2,0,2,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,142.33,1,7/3/2018,Canceled,2,3,7,2018
